#recomb_node_id	breakpoint-1_interval	breakpoint-2_interval	donor_node_id	donor_is_sibling	donor_parsimony	acceptor_node_id	acceptor_is_sibling	acceptor_parsimony	original_parsimony	min_starting_parsimony	recomb_parsimony
RECOMB_2_1_hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08_hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29_X0	(897,4657)	(22882,22910)	hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29	y	30	hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08	y	19	19	19	0
RECOMB_2_1_hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08_hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29_X0	(897,4657)	(22775,22910)	hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29	y	30	hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08	y	19	19	19	0
RECOMB_2_1_hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08_hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29_X0	(897,4657)	(22664,22910)	hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29	y	30	hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08	y	19	19	19	0
RECOMB_2_1_hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08_hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29_X0	(897,4657)	(22679,22910)	hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29	y	30	hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08	y	19	19	19	0
RECOMB_2_1_hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08_hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29_X0	(897,4657)	(22688,22910)	hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29	y	30	hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08	y	19	19	19	0
RECOMB_2_1_hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08_hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29_X0	(897,4657)	(22674,22910)	hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29	y	30	hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08	y	19	19	19	0
RECOMB_2_1_hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08_hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29_X0	(897,4657)	(22686,22910)	hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29	y	30	hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08	y	19	19	19	0
RECOMB_2_1_hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08_hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29_X0	(897,4657)	(22813,22910)	hCoV-19/Bermuda/182396/2023|EPI_ISL_18340717|2023-03-29	y	30	hCoV-19/Heilongjiang/HLJCDC-1060/2024|EPI_ISL_19211770|2024-05-08	y	19	19	19	0
RECOMB_2_13_hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29_hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27_X0	(6769,9866)	(28883,28948)	hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27	y	10	hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29	y	29	9	9	1
RECOMB_2_13_hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29_hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27_X0	(6769,9866)	(28297,28958)	hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27	y	10	hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29	y	29	9	9	1
RECOMB_2_13_hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29_hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27_X0	(6769,9866)	(28882,28948)	hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27	y	10	hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29	y	29	9	9	1
RECOMB_2_13_hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29_hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27_X0	(6769,9866)	(28881,28948)	hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27	y	10	hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29	y	29	9	9	1
RECOMB_2_13_hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29_hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27_X0	(6769,9866)	(28311,28948)	hCoV-19/Indonesia/YO-BBTKLPP-C118-S33B2/2023|EPI_ISL_17483213|2023-03-27	y	10	hCoV-19/Singapore/R9MQ45/2024|EPI_ISL_18860212|2024-01-29	y	29	9	9	1
RECOMB_2_3_hCoV-19/Ecuador/USFQ-1865/2021|EPI_ISL_3260710|2021-08-01_hCoV-19/Sweden/SE00196322/2021|EPI_ISL_1199543|2021-01-28_X0	(1528,2416)	(14408,17491)	hCoV-19/Sweden/SE00196322/2021|EPI_ISL_1199543|2021-01-28	y	25	hCoV-19/Ecuador/USFQ-1865/2021|EPI_ISL_3260710|2021-08-01	y	12	12	12	1
RECOMB_2_3_hCoV-19/Ecuador/USFQ-1865/2021|EPI_ISL_3260710|2021-08-01_hCoV-19/Sweden/SE00196322/2021|EPI_ISL_1199543|2021-01-28_X0	(1528,2416)	(11319,17491)	hCoV-19/Sweden/SE00196322/2021|EPI_ISL_1199543|2021-01-28	y	25	hCoV-19/Ecuador/USFQ-1865/2021|EPI_ISL_3260710|2021-08-01	y	12	12	12	1
RECOMB_2_7_hCoV-19/Philippines/PH-PGCMIN2867/2023|EPI_ISL_17819264|2023-04-13_hCoV-19/Beijing/BJCDC-066/2022|EPI_ISL_13858843|2022-01-19_X0	(18252,18252)	(28550,28690)	hCoV-19/Beijing/BJCDC-066/2022|EPI_ISL_13858843|2022-01-19	y	57	hCoV-19/Philippines/PH-PGCMIN2867/2023|EPI_ISL_17819264|2023-04-13	y	60	31	31	3
RECOMB_2_4_hCoV-19/Wuhan/HB-WH5-238/2020|EPI_ISL_454979|2020-03-18_hCoV-19/Pakistan/AKU-MAY-R-ILL-30/2022|EPI_ISL_13955260|2022-01-10_X0	(5386,10029)	(24503,25000)	hCoV-19/Pakistan/AKU-MAY-R-ILL-30/2022|EPI_ISL_13955260|2022-01-10	y	20	hCoV-19/Wuhan/HB-WH5-238/2020|EPI_ISL_454979|2020-03-18	y	36	3	3	0
RECOMB_2_6_hCoV-19/Bulgaria/21BG-EU_010293_Pl99/2021|EPI_ISL_7327759|2021-10-21_hCoV-19/India/DL-NCDC-1909123/2021|EPI_ISL_2460768|2021-03-23_X0	(11824,14408)	(25904,26456)	hCoV-19/India/DL-NCDC-1909123/2021|EPI_ISL_2460768|2021-03-23	y	30	hCoV-19/Bulgaria/21BG-EU_010293_Pl99/2021|EPI_ISL_7327759|2021-10-21	y	18	13	13	0
RECOMB_2_14_hCoV-19/Yunnan/YNCDC-3190/2023|EPI_ISL_18488091|2023-10-24_hCoV-19/Taiwan/NCKUH-823624012128/2024|EPI_ISL_19059204|2024-02-21_X0	(10039,11042)	(23525,24378)	hCoV-19/Taiwan/NCKUH-823624012128/2024|EPI_ISL_19059204|2024-02-21	y	35	hCoV-19/Yunnan/YNCDC-3190/2023|EPI_ISL_18488091|2023-10-24	y	55	17	17	0
RECOMB_2_14_hCoV-19/Yunnan/YNCDC-3190/2023|EPI_ISL_18488091|2023-10-24_hCoV-19/Taiwan/NCKUH-823624012128/2024|EPI_ISL_19059204|2024-02-21_X0	(10039,11042)	(23423,24378)	hCoV-19/Taiwan/NCKUH-823624012128/2024|EPI_ISL_19059204|2024-02-21	y	35	hCoV-19/Yunnan/YNCDC-3190/2023|EPI_ISL_18488091|2023-10-24	y	55	17	17	0
RECOMB_2_14_hCoV-19/Yunnan/YNCDC-3190/2023|EPI_ISL_18488091|2023-10-24_hCoV-19/Taiwan/NCKUH-823624012128/2024|EPI_ISL_19059204|2024-02-21_X0	(10039,11042)	(23599,24378)	hCoV-19/Taiwan/NCKUH-823624012128/2024|EPI_ISL_19059204|2024-02-21	y	35	hCoV-19/Yunnan/YNCDC-3190/2023|EPI_ISL_18488091|2023-10-24	y	55	17	17	0
RECOMB_2_17_hCoV-19/Slovakia/UKBA-321/2020|EPI_ISL_583488|2020-09-16_hCoV-19/Beijing/BJCDC-144/2022|EPI_ISL_13858903|2022-01-28_X0	(21618,22917)	(28461,28690)	hCoV-19/Beijing/BJCDC-144/2022|EPI_ISL_13858903|2022-01-28	y	27	hCoV-19/Slovakia/UKBA-321/2020|EPI_ISL_583488|2020-09-16	y	11	8	8	0
RECOMB_2_8_hCoV-19/Beijing/BJCDC-1267/2022|EPI_ISL_16614295|2022-05-19_hCoV-19/Guangdong/GDCDC_GZHG_0826/2023|EPI_ISL_18034074|2023-05-20_X0	(7393,10449)	(25584,26275)	hCoV-19/Guangdong/GDCDC_GZHG_0826/2023|EPI_ISL_18034074|2023-05-20	y	14	hCoV-19/Beijing/BJCDC-1267/2022|EPI_ISL_16614295|2022-05-19	y	36	10	10	0
RECOMB_2_8_hCoV-19/Beijing/BJCDC-1267/2022|EPI_ISL_16614295|2022-05-19_hCoV-19/Guangdong/GDCDC_GZHG_0826/2023|EPI_ISL_18034074|2023-05-20_X0	(7393,10449)	(25416,26275)	hCoV-19/Guangdong/GDCDC_GZHG_0826/2023|EPI_ISL_18034074|2023-05-20	y	14	hCoV-19/Beijing/BJCDC-1267/2022|EPI_ISL_16614295|2022-05-19	y	36	10	10	0
RECOMB_2_12_hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-028/2020|EPI_ISL_7472830|2020-11-04_hCoV-19/Tianjin/TJCDC-0076/2022|EPI_ISL_16923097|2022-01-10_X0	(14107,15240)	(28882,29449)	hCoV-19/Tianjin/TJCDC-0076/2022|EPI_ISL_16923097|2022-01-10	y	16	hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-028/2020|EPI_ISL_7472830|2020-11-04	y	41	5	5	0
RECOMB_2_12_hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-028/2020|EPI_ISL_7472830|2020-11-04_hCoV-19/Tianjin/TJCDC-0076/2022|EPI_ISL_16923097|2022-01-10_X0	(14107,15240)	(28881,29449)	hCoV-19/Tianjin/TJCDC-0076/2022|EPI_ISL_16923097|2022-01-10	y	16	hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-028/2020|EPI_ISL_7472830|2020-11-04	y	41	5	5	0
RECOMB_2_12_hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-028/2020|EPI_ISL_7472830|2020-11-04_hCoV-19/Tianjin/TJCDC-0076/2022|EPI_ISL_16923097|2022-01-10_X0	(14107,15240)	(28883,29449)	hCoV-19/Tianjin/TJCDC-0076/2022|EPI_ISL_16923097|2022-01-10	y	16	hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-028/2020|EPI_ISL_7472830|2020-11-04	y	41	5	5	0
RECOMB_2_19_hCoV-19/Tunisia/V-1932/2021|EPI_ISL_8298431|2021-09-15_hCoV-19/Vietnam/NHTD-OUCRU4102/2023|EPI_ISL_18726331|2023-07-04_X0	(9534,9866)	(20055,21810)	hCoV-19/Vietnam/NHTD-OUCRU4102/2023|EPI_ISL_18726331|2023-07-04	y	99	hCoV-19/Tunisia/V-1932/2021|EPI_ISL_8298431|2021-09-15	y	27	26	26	0
